,place_id,isLoved,rated1,rated2,rated3,rated4,rated5
329,ChIJ4x1AONMHLz4R8ZWJqgpm_ls,1,2,1,1,1,4
330,ChIJ4x5ggoCRNz4RDHtpX5C5vZc,1,0,0,1,1,5
331,ChIJ4xGiuB0BLz4RBM2QrGPynjY,1,1,0,1,0,5
332,ChIJ4xRnSu_9Lj4RFqVod9xI9-Q,1,0,0,0,0,5
333,ChIJ4y4Cz4KXNz4RsymBW3aDIj4,1,1,0,0,0,5
334,ChIJ4y6jArYRLz4Ry-oLQN2H-Yk,1,0,1,0,1,5
335,ChIJ4yHeBESTNz4RQm4l3_g3skw,1,1,0,1,1,3
336,ChIJ4zkdKhIQLz4RfoN7lDmg7yo,1,4,0,0,1,4
337,ChIJ5-QlvcPpST4R88JbhzJiCCY,1,2,0,0,0,5
338,ChIJ50nZyhIdLz4RWICp5VDD1E4,1,2,2,0,0,3
339,ChIJ50udwSnpST4Rav7ZewYuTWY,1,0,0,0,0,8
340,ChIJ51-wQk-WNz4Rx-0Gd_-LByg,1,2,1,1,4,0
341,ChIJ51Pu3-zhLj4Ry-wqP7jP9us,1,0,2,0,1,5
342,ChIJ51jwxUYRLz4RxbRVa_S8u4Y,1,2,0,0,1,3
343,ChIJ51lvLIjpST4R_SNxGrPt4nA,0,1,0,0,2,2
344,ChIJ51vpOdoRLz4R8qDgNv_hzfs,0,1,0,0,0,7
345,ChIJ52d3n-flLj4RMH76hYGf1IU,1,0,0,0,2,6
346,ChIJ52r_BUD_Lj4RyxWD8I2wNJw,1,1,0,0,0,5
347,ChIJ52uLmizjST4Rc54hzRpeRzE,1,0,0,0,2,8
348,ChIJ53C_RBqRLz4RXB1TGbMg648,1,5,0,0,0,2
349,ChIJ53WQhagPLz4REqsFPeBBlBY,0,0,0,0,0,8
350,ChIJ544-HWvhLj4RNuWzoWeHJgY,0,0,0,0,1,6
351,ChIJ54kdGXa9Nz4Rl1NrF-hGfTY,1,1,1,1,1,4
352,ChIJ54qpI-P_ST4RI8o2SkfAl1c,1,0,1,1,0,5
353,ChIJ55oCWNoRLz4RD2SxWYoE1Ow,1,3,0,0,1,4
354,ChIJ568V6wCXNz4RkJ6DoNdzHBQ,1,0,0,1,1,4
355,ChIJ56KkGoXjST4RYrkb0A6FxQU,1,0,0,0,2,5
356,ChIJ56bI3OS8Nz4RvI47F7oqU9Y,1,0,0,1,1,4
357,ChIJ57GLWDmXNz4R8mMlQn6EMoY,1,1,1,2,1,2
358,ChIJ57GbHOYfLz4RpLp7DbVtKVE,1,3,0,1,0,2
359,ChIJ57JcLq3iST4ReJ9RVvE-VAY,1,3,0,0,1,2
360,ChIJ57T1Cm4BLz4R5fYOn6fRtGY,1,0,0,1,3,6
361,ChIJ57_w3OD9ST4RhBrcPbNRQ8s,0,0,0,0,0,1
362,ChIJ58gnjtflLj4R9yqt6P5ijiE,0,0,0,1,2,6
363,ChIJ5QSoqSn9Lj4RSBxUG64vf4s,0,0,0,1,1,5
364,ChIJ5QxC-GaXNz4R6sz4wD55x6c,0,0,0,3,1,2
365,ChIJ5RDaKw4DLz4R4bNX-szDh0o,0,0,0,0,5,4
366,ChIJ5RPfXvHjST4Rc8OHNktqGe0,1,0,0,0,0,5
367,ChIJ5SfC9GL_Lj4Rg4dePhLyFrs,1,0,1,0,2,4
368,ChIJ5T1xESp1Lz4RDOsFnmTJoMI,1,1,1,0,0,4
369,ChIJ5TAyca4FLz4RSQmx5oUsJgg,1,0,0,3,5,1
370,ChIJ5TE0-Qa_Nz4R1540jf_5qLw,0,0,0,0,1,2
371,ChIJ5V8eTlIBLz4R1r4er7BoA24,1,0,0,0,0,1
372,ChIJ5WswTVb_Lj4R_8__UtyZzVw,1,1,0,0,2,4
373,ChIJ5XSwgSAdLz4RQDzNG0kJlUM,1,0,0,0,0,8
374,ChIJ5YMQ76ORNz4RuVjPjHFdqAg,1,3,1,0,1,3
375,ChIJ5YPrrQX9Lj4RhBzgIa0VmZY,1,0,0,1,2,4
376,ChIJ5Z0EpjqXNz4RgTj0i6SX4YA,0,0,0,0,0,1
377,ChIJ5ZWj3jDoST4RIAKuKErnCJg,0,1,0,0,1,6
378,ChIJ5ZcDGP7DST4Rxhn4tExmG94,0,0,1,3,0,3
379,ChIJ5_AARkvDST4RtyQ-73J_vIU,0,0,0,1,1,7
380,ChIJ5_AP4jgRLz4R820Ap-XJtKU,0,0,1,2,2,1
381,ChIJ5_s7xGiRNz4RoxwaWpHp8Lk,0,2,1,0,3,0
382,ChIJ5a0JZHHnST4RmI4uIlSeskA,0,0,1,0,2,5
383,ChIJ5aCLZ64BLz4RHvN2lk7SD0c,0,0,0,0,0,8
384,ChIJ5cdaR4ORLz4RKFgO9SaRah4,1,3,0,0,1,1
385,ChIJ5dE1RrwPNT4RQ_ruRwaeHuc,1,1,0,0,0,6
386,ChIJ5d_zABvDST4RWJivg9Rh5Pw,1,0,0,1,0,6
387,ChIJ5eFySz_9Lj4Ru7ma98ly73Y,1,0,1,2,3,1
388,ChIJ5ehWsggJLz4RH2as_zM_hJs,1,1,0,4,1,2
389,ChIJ5fA2uAvnST4RWqSmejd1MbM,1,3,0,0,1,3
390,ChIJ5flcdozjLj4RXDT-3qTMwM0,1,1,1,0,0,5
391,ChIJ5wjstQwfLz4R4b8bixAcO2Y,1,4,0,0,0,1
392,ChIJ5x-fgqoRNT4RUpfz2rsNgyQ,1,3,0,0,1,2
393,ChIJ5x7mjgChLz4R6SuL9u-eE3Y,1,0,0,1,1,4
394,ChIJ5xOiaJwBLz4RnqcJObo70xU,1,2,0,1,1,3
395,ChIJ5xRSrUcHLz4RkJItChR99bM,1,0,0,1,0,3
396,ChIJ5xStJkvlLj4RDahCTEEWQS0,1,0,1,2,2,3
397,ChIJ5xYbvciXNz4RZSFHJdK2Kaw,1,1,0,0,0,4
398,ChIJ5xfOrh8FLz4R-mHn06uBNX4,1,2,0,1,2,2
399,ChIJ5z4foEcDLz4Rx1oDwbAtlNQ,1,1,1,0,2,6
400,ChIJ5zKBibXvST4RJcFnI_PSCBE,0,0,0,0,0,2
401,ChIJ5zPByXnpST4RlZ6vdW-nVbM,0,3,1,0,0,3
402,ChIJ5zkRoDMDLz4RLJyRow1_ZoU,1,0,0,0,1,8
403,ChIJ6-cSG-WhNT4RfWiYG7CbuvY,1,0,0,1,0,0
404,ChIJ60AFSQjpST4REeEAIQYQrHc,0,2,0,2,0,1
405,ChIJ60obhwTjLj4RJZrV2rI2TEI,0,0,0,1,0,6
406,ChIJ61HAtNCTNz4Ra83cXYhUY9c,0,1,0,1,0,5
407,ChIJ61PUyDP_Lj4RhQM2h_oYULw,0,2,1,0,0,4
408,ChIJ62ap4WkDNj4R-lMpUfMxkGQ,0,0,1,0,1,6
409,ChIJ64VJ2Cr_Lj4RvJwWE70GvFk,0,0,0,2,1,3
410,ChIJ64su94PjST4RTddpeG_BSd8,0,2,0,1,0,3
411,ChIJ64xp8br_Lj4RMcLUwkZYSdo,0,2,0,1,1,3
412,ChIJ654FIIkDLz4RtLwe4ils8X4,1,4,0,0,0,2
413,ChIJ66xadr8PLz4RWOcxjR2OlSM,0,0,0,0,1,1
414,ChIJ677BjDYFLz4Rwst8lvrsVfQ,1,0,0,2,1,1
415,ChIJ68UZb0AXLz4R2omjQ8HzFcA,1,1,0,0,1,1
416,ChIJ694HNg8JLz4R3uLNq0edDNA,1,0,1,1,1,5
417,ChIJ698JSh_8ST4Rx8EyjV1rTmI,1,0,0,1,2,5
418,ChIJ6Q5pdBCXNz4R6Dz8YVfPYOA,1,1,1,0,1,2
419,ChIJ6QLmcN0HLz4RJCYW2tMD8pI,0,0,0,0,1,0
420,ChIJ6QQK6Vi9Nz4Rl7Cv2P4aKzE,0,0,0,0,4,4
421,ChIJ6Qgjl3T9ST4R2q4dAymtx-E,1,1,0,2,0,5
422,ChIJ6QvxUzbjLj4RCb0jBzdJmwE,0,0,0,0,0,7
423,ChIJ6RY3uYUJLz4RqmVf51BTQoA,0,2,0,0,1,5
424,ChIJ6S8EZ8cPNT4RXNsfEb_d9yM,0,1,0,2,2,4
425,ChIJ6Sa2xgDDST4RCMFBJ4I8RSg,0,1,0,1,2,3
426,ChIJ6TIHD-D7ST4RMU5Yud1MO_k,0,2,1,0,1,3
427,ChIJ6TX7PeL9Lj4RCEGhbGYd_JU,0,1,0,1,4,2
428,ChIJ6UKYiTK9Nz4RUMO8p9xG8w0,0,0,1,0,1,6
429,ChIJ6UMR1abkST4RqhQgw2Av5xc,0,0,0,0,2,6
430,ChIJ6UpjbyyRLz4R-6NjPe0QH7Q,0,4,0,0,1,1
431,ChIJ6Viv33gPNT4RtDsOYX0M2vo,0,0,1,1,1,4
432,ChIJ6X3BFUf7ST4RavrazmNI1CM,0,1,2,2,2,2
433,ChIJ6YYP8lL9ST4Rscv9bj2D_JA,0,0,0,1,2,2
434,ChIJ6YcNfGX9Lj4RhUkNGzwroB0,0,0,0,3,2,4
435,ChIJ6_bVo0bjLj4RlK4bpe1p_gg,0,1,1,0,1,5
436,ChIJ6bEgsMQALz4Rf3mA82upxpY,0,1,0,0,1,5
437,ChIJ6bypITz_Lj4Rp8T5bZi63xo,0,0,0,1,5,0
438,ChIJ6cfTS3ACLz4RcNCSfnoQSas,0,1,1,0,4,2
439,ChIJ6d82SkjjST4RCsCpxqwV55w,0,0,0,0,0,7
440,ChIJ6dUge3wFLz4RDfljWsvAspQ,0,1,0,0,0,5
441,ChIJ6dcAmcEdLz4RGZwZGqKbVp8,0,0,0,0,3,4
442,ChIJ6fF4L30DLz4RRFjI7pAm-T0,1,0,0,0,0,5
443,ChIJ6frzrWT7ST4R83VsajSPcKk,1,0,0,2,0,6
444,ChIJ6wBj4owbLz4Rdyz1UbhR8aI,1,1,2,0,3,4
445,ChIJ6woJl4fjLj4R6d2B8Siwst4,1,0,1,2,2,4
446,ChIJ6wsY-dLbST4RXOb-1qSBilc,1,1,0,0,0,5
447,ChIJ6wtQK37jLj4RWEc8MKr5vCs,1,0,0,0,1,7
448,ChIJ6xZzqAXoST4RKHSJEuAAUH4,0,0,1,1,0,4
449,ChIJ7-RuUDgHLz4RaA4nJaIFv5E,0,1,0,0,1,5
450,ChIJ7-odFQ4FLz4R4NX67TESJGU,0,4,0,1,1,1
451,ChIJ71CgF7IfNj4RVS1EA9O8WCw,0,1,1,0,3,3
452,ChIJ71chClEHLz4RDFklRdFHERo,0,0,1,1,0,5
453,ChIJ71dHZ7XpST4RfjnfJxN5YsQ,1,1,0,1,1,5
454,ChIJ72Y4e9MBLz4Rcj7CAD7mM08,1,0,0,1,3,3
455,ChIJ7337xjWVNz4RraHN9vuAYqs,1,2,0,0,2,3
456,ChIJ738SfCzvST4RuLPnRa03vK4,1,2,1,0,0,4
457,ChIJ73ZkOq_pST4RPqpQhC9W1bw,1,0,0,1,3,5
458,ChIJ73xUJePpST4RLTwd-8omp4o,1,1,0,2,0,2
459,ChIJ74s_o9D9Lj4RaLwIf3jkah0,1,1,0,1,0,3
460,ChIJ74vbWufDST4RKhKptBHARPI,1,0,0,0,1,6
461,ChIJ75dDmeICLz4Rz_qyoYhY3rc,1,0,0,0,1,6
462,ChIJ76JJ4FIPNT4REfVSZy5LN0Q,1,1,1,1,0,3
463,ChIJ76JMtw_kLj4R3WIhLqMKK3A,1,6,2,0,0,1
464,ChIJ78-gXuuhLz4R5OTn96GptJY,0,0,0,0,1,1
465,ChIJ79-8g3znST4Rgpig4ytkSxc,0,1,1,0,0,5
466,ChIJ79p3CywDLz4RiiA_zyOViB4,0,0,0,1,2,4
467,ChIJ7QDuX38CLz4RhSQpfpa4NKA,0,2,0,0,0,7
468,ChIJ7QVslhbjLj4RA-hCxuxs_vY,0,0,0,0,1,8
469,ChIJ7QhxnIsPNT4RLfWNnSeOIAQ,0,1,0,2,1,3
470,ChIJ7Qrj5efjLj4RH66cKMaiaYo,0,6,1,0,1,2
471,ChIJ7RQP_yLbST4RZs_Ljy_m3Ms,0,2,0,1,0,2
472,ChIJ7RrzWwrjLj4RneZ_tnnNumI,0,3,0,3,0,0
473,ChIJ7S7xQqUFNT4RrFa-qQFSfBc,1,1,1,2,0,3
474,ChIJ7S8aMHLlST4RF-7031aHuVc,1,2,0,0,0,6
475,ChIJ7SFH38eTNz4RoIpstX2AgPU,0,0,0,0,2,7
476,ChIJ7Supy2rrNz4RUxREy8KUe4M,0,0,0,0,2,4
477,ChIJ7TTZQ2TlLj4RrSNx8lUo_sY,0,3,2,0,2,1
478,ChIJ7ULZYka9Nz4RisuIJqL60QQ,0,0,0,1,1,4
479,ChIJ7UsoKKvcST4RIeBMnGkRfeI,0,3,0,0,1,1
480,ChIJ7V4KQCb9Lj4R1D-I06zT0zE,0,4,1,1,0,2
481,ChIJ7VKBi2IBLz4RFjcywISmgtY,0,1,1,1,0,4
482,ChIJ7ViTrTQPLz4RMzUdBwLg_mk,0,0,0,0,1,6
483,ChIJ7W6Wnu0PNT4R5mWX1OJSwwY,0,1,0,1,1,6
484,ChIJ7WDJS___ST4RtWudoa87jgo,0,0,0,0,1,3
485,ChIJ7X5UUgqhNT4R5cLeCNehGjE,1,2,0,2,2,1
486,ChIJ7XmRLYbDST4R4dMIpe89Zrw,0,0,0,0,0,1
487,ChIJ7YHhD3kALz4Ry3IcLZEiZFY,0,1,0,1,0,3
488,ChIJ7YUy59MCLz4R2PqVMqYFQao,0,2,2,2,0,1
489,ChIJ7Z7cVbXnST4R0aQnUy3UzKU,0,1,0,1,1,7
490,ChIJ7_cFhjwBLz4R7Q6tDhI7sFI,0,3,0,1,1,1
491,ChIJ7a4Py9IJLz4RqdZ7lz-kw3A,0,5,1,1,0,1
492,ChIJ7aBsJ0sONT4RZSLfmX8uLHQ,0,2,0,2,1,2
493,ChIJ7aW39oHlST4Rbg6NmVWpYEM,0,0,0,1,1,5
494,ChIJ7bBbg4HtNz4RsgJlXygLR3c,0,1,1,1,2,1
495,ChIJ7bSB_9HtNz4RHniUhqcNhYU,0,0,0,0,0,6
496,ChIJ7bfQEZYBLz4ReYwvbGk6N1M,0,3,0,1,0,2
497,ChIJ7c08PckdLz4Rw1pFf16HSRw,0,0,0,1,2,6
498,ChIJ7c4YvrvjLj4RRV4UHeYmBWo,0,0,0,0,1,7
499,ChIJ7cuByNuTNz4REjhHnGq_ezg,1,0,0,2,2,4
500,ChIJ7czptVz9ST4RUREunMGDZyw,1,1,0,1,1,5
501,ChIJ7dH4w4cRLz4RPoTSqJ46XoY,1,4,0,0,2,2
502,ChIJ7dMmY_0HLz4RcUh_C5Nk45Y,1,0,1,0,1,4
503,ChIJ7dNDVSn9ST4RDCd6u5_zv3g,1,0,1,0,0,5
504,ChIJ7eHKLb6XNz4RKjSJ4Vz4SpM,1,1,0,0,1,6
505,ChIJ7eOWMSORNz4RkLqMu5TGTa4,1,0,1,1,0,5
506,ChIJ7epnrDz_Lj4RGb1w_XmFBXE,1,3,0,2,0,3
507,ChIJ7fA0wyvDST4RjFFzAfLiGps,1,0,0,0,0,2
508,ChIJ7x7YO6TiLj4RYgvYqqcwNng,1,2,1,0,1,3
509,ChIJ7x9baNWxNz4RLAnx1hOAC6Y,0,0,0,2,0,4
510,ChIJ7y_WdEEdLz4RUastE-_RELM,0,0,0,0,4,4
511,ChIJ7yg8pzYBLz4RX4d7vuEowgI,0,5,0,1,0,4
512,ChIJ8-VpFTfjLj4RZWonUFLrcBo,0,0,0,0,1,1
513,ChIJ80RNgjb9Lj4ROT6B0iRQZx4,0,2,1,1,1,4
514,ChIJ80TGsysfLz4RMkXVEOGJ2t8,0,2,1,0,3,2
515,ChIJ80X52h4BLz4RtU0I7DgWv58,0,0,1,2,0,5
516,ChIJ81R0BlIALz4RKf_ZCaTfVqg,0,2,0,0,3,2
517,ChIJ82nUiNqXNz4RqkwEIDA-IaE,1,3,0,1,0,4
518,ChIJ83ZeKxHlST4R3WO8PE6pa2c,0,0,0,0,0,9
519,ChIJ84WtAO7oST4R3kIwg30Azk0,1,0,2,1,2,3
520,ChIJ84ZuWQvoST4RGzzTXKdo994,1,0,0,0,2,4
521,ChIJ84_slBv9Lj4Rd40f8SLyAjA,0,1,0,1,0,5
522,ChIJ84fIcJv_ST4RpfIZIlZkwm4,0,0,1,2,2,1
523,ChIJ85LtvGsDLz4R3VjBi-T3kn4,0,1,1,1,2,3
524,ChIJ862nzqkCLz4R-DCFuwoKTD4,1,0,0,1,1,5
525,ChIJ864WdQvlST4RsMYcNoSAZy8,1,3,0,0,0,1
526,ChIJ86DGV8IfLz4RzoU4G-yE7z4,1,2,0,0,0,3
527,ChIJ86GyMg4JLz4R5ALrfG2PXMU,1,4,0,1,1,4
528,ChIJ87r3w1MDLz4RZLkpHaX0_v8,1,0,0,0,3,4
529,ChIJ88e3z17vST4RkKd24andoQI,1,3,3,0,1,1
530,ChIJ896VfUv9ST4R72Nc_O6qLKg,0,0,0,1,1,2
531,ChIJ89VOCn7vST4R136wvrx8tuA,0,1,0,2,1,4
532,ChIJ8QasO-29Nz4RXM3q1Vk4LkM,0,0,0,2,0,3
533,ChIJ8R2PGNMPNT4RewWnvsF4_tI,0,2,0,1,2,1
534,ChIJ8RP0xhcBLz4R0CPjLcn__94,0,0,0,1,1,7
535,ChIJ8RqBI44ZLz4R2MhjZBQT3Lg,0,1,0,1,0,3
536,ChIJ8SlQTCXvST4RTMo5SvUqjVM,0,1,0,0,3,3
537,ChIJ8U1bzSH7ST4RNCeq-M9kbhA,0,0,0,1,3,3
538,ChIJ8U21WOTjLj4RPqNVgq1jMUg,0,1,0,0,1,3
539,ChIJ8UPd87LiLj4R1nwFLnuiPOQ,0,0,0,2,0,4
540,ChIJ8UR8uNrlLj4R4tMFEMwb3ro,0,5,0,2,1,1
541,ChIJ8UdKUZqVNz4RH9xVNfmazdk,0,1,0,1,1,4
542,ChIJ8UrB4L3jST4R3EkZRvR_A0c,0,0,1,1,2,3
543,ChIJ8V5aLB8HLz4RcJ6SZ_BMkmk,0,1,1,0,2,1
544,ChIJ8WROqEuhNT4Rl_lk-h_VwhY,0,0,0,0,2,5
545,ChIJ8WT_JgPtNz4RPOS8Hwm0njo,1,0,0,0,4,3
546,ChIJ8WeRlSbpST4RM41V6k39hq8,1,1,0,0,0,0
547,ChIJ8WqCopQdLz4RLcNn1rwn3Yw,1,2,0,1,0,5
548,ChIJ8XqshPEFLz4RwpMPtf608qA,1,0,0,1,0,5
549,ChIJ8YrobwzbST4R2s367aJ_vfo,0,1,0,0,0,1
550,ChIJ8ZIhpLCRNz4RsR1cKroolDw,0,0,0,1,4,3
551,ChIJ8_Shm00GLz4RUUaaTWvcBFk,0,2,1,0,1,4
552,ChIJ8aQVbBXbST4R-EnsXYramQU,1,1,0,0,2,3
553,ChIJ8bakPO2RNz4RtiVuTjUcYCE,1,0,0,1,0,6
554,ChIJ8bf4L1X7ST4RTfqw5EOMMzs,1,0,0,1,1,3
555,ChIJ8bqH9ZuRNz4RjLbQAUZ2F0k,1,1,0,1,2,3
556,ChIJ8d-Eb80fNj4RpETXIIPMcmg,1,2,0,0,2,1
557,ChIJ8dCzKXgPLz4RWROSfk7tzug,1,0,0,0,2,5
558,ChIJ8dFM-80DLz4RYAll-gCPVpQ,1,0,0,1,2,4
559,ChIJ8fBdikmXNz4RoTGXAM6znCo,1,0,0,0,1,5
560,ChIJ8fiCmsxTLj4RsmVt-828Cno,1,2,0,0,1,3
561,ChIJ8wPZssQBLz4R5cVe6RLI4S0,0,1,0,1,1,4
562,ChIJ8wz5cJ0ELz4RJE3IIOWKmos,0,3,2,0,0,2
563,ChIJ8xGxcE3vLj4RJckDdxDOH9M,0,1,0,0,2,2
564,ChIJ8xwbqd7pST4RQ_NBOnDkt-8,0,0,0,1,1,5
565,ChIJ8y4Q9LrdST4RiQ1G8GIOXWs,0,1,0,0,2,3
566,ChIJ8yNS-mr7ST4R2zCzWLimkuU,0,3,0,0,0,4
567,ChIJ8ywJgXLjST4RCB6Pax6-6-8,0,0,0,0,1,6
568,ChIJ8yxQ49XjLj4Rr-TTiiWQtAM,0,2,0,0,1,4
569,ChIJ8z5t6A-_Nz4RDzZHVzNAoKw,0,2,0,2,1,1
570,ChIJ8zyky8GhNT4RhdY48KZd3iU,0,0,0,0,0,5
571,ChIJ9-8oK7XDST4RLgQqONbVd7Q,1,1,0,1,2,1
572,ChIJ9-M-SVriLj4Rj2T1SXh9bf0,1,2,0,0,0,6
573,ChIJ9-rwFJYDLz4RcHNuNSuO6fU,1,0,1,0,2,5
574,ChIJ907P7lYBLz4RO5LyRND5ZVs,1,3,1,0,0,3
575,ChIJ90BCJS4dLz4R5eFD-XyeeUM,1,0,2,2,0,3
576,ChIJ90QRC-38ST4RdKJ8ghSs4FM,1,2,0,0,0,5
577,ChIJ90oMM-MRNT4RteX660Izc_c,0,0,0,0,0,9
578,ChIJ91JZcw4bLz4RZKMud91-NgU,0,1,0,0,2,5
579,ChIJ91LqR0j9Lj4Rhw8NhtiMNMc,0,0,0,0,1,4
580,ChIJ91cp8tIPNT4RAXUuZpoFWTg,0,1,0,3,1,2
581,ChIJ91quqBUQLz4Rt-ARjDYAetA,0,0,0,1,2,5
582,ChIJ92b-V0sRNT4R6pW-BrSp17M,0,1,0,0,1,6
583,ChIJ93cSuMoPNT4Rk_PF3DvF4y0,0,1,0,1,0,4
584,ChIJ93uHRtf9Lj4RhmsXdWTxSk0,1,1,0,1,0,2
585,ChIJ93yvX94FLz4RBXQ-pt5Tqgw,1,1,1,3,1,1
586,ChIJ943rAzAPNT4RdwRIV4ltWSM,1,1,0,1,2,1
587,ChIJ94M_mC0JLz4RjKJcVrDxxts,1,2,0,1,1,0
588,ChIJ95-MUgzrNz4Rt_sbnGDCQ8g,1,1,0,1,1,2
589,ChIJ95qJHOzjLj4RzkaDxjwNBR4,1,0,0,2,3,4
590,ChIJ96bob6YFLz4RRX1Xaxjz71M,1,0,1,0,1,3
591,ChIJ97Y9F4STNz4R3jVdHRGK7kE,1,0,0,1,2,5
592,ChIJ97f4sa3vLj4RQhYZmLez6zc,1,5,0,0,0,2
593,ChIJ9867pAbDST4RnpQrFzNKhj0,1,0,0,1,0,8
594,ChIJ9Q3vcU0dLz4R6nzZQYJQBNc,0,0,0,0,1,5
595,ChIJ9QOXg2vrNz4RZuZoId_sXyY,0,3,0,0,1,4
596,ChIJ9Qpu7P4BLz4R06LWKNr1dpc,0,1,0,2,3,2
597,ChIJ9Qq2AnACLz4Ra9XCheRhAkE,1,4,1,1,1,2
598,ChIJ9RmaLUH9ST4Rq7NSMryCGFY,1,0,0,1,4,5
599,ChIJ9SWF1WX9Lj4R4tLxIWSxvNo,1,0,0,1,3,3
600,ChIJ9TEZqjqTNz4RjDM-tQ9tSlw,1,0,0,0,0,2
601,ChIJ9TlR9vseNj4RKBNIvu-DQko,1,0,1,1,0,0
602,ChIJ9UlE9D_DST4R3TO0eOgnK2M,1,1,1,0,1,3
603,ChIJ9VW4DXv9Lj4RKhcxIyR3IXQ,1,1,0,0,2,5
604,ChIJ9WFG2y8dLz4RBiNwXEQ_e9M,1,5,0,0,0,4
605,ChIJ9WJVY-39ST4RLR-kZP59bpc,1,2,1,2,0,1
606,ChIJ9WX5WHgHLz4RRu7kSmhqi6M,1,1,0,1,1,4
607,ChIJ9XOWBPBVLj4RQYnn90sf7_c,1,1,0,0,1,4
608,ChIJ9XhgvdYdLz4RO39-7l9xBW4,1,0,0,2,2,5
609,ChIJ9YeWW0zlST4R3Do1595Z2DU,1,1,0,1,0,4
610,ChIJ9Z1p0wADNj4R-9rrt3HdZwI,1,2,1,1,1,4
611,ChIJ9ZH0oViTNz4RHNvWR2yR0-A,1,0,0,0,4,3
612,ChIJ9ZWt1K8ILz4Rmcbdkz53MqA,1,3,0,1,2,2
613,ChIJ9_9PanCqLz4RSgnOhAR-iX0,1,1,0,2,1,3
614,ChIJ9aT7l-f9ST4RoPWgl0PvaWQ,1,0,1,0,1,7
615,ChIJ9aaDmdTtNz4RTZbBNWWRr6M,1,0,0,2,0,4
616,ChIJ9b6mjEHbST4RMX-x8Mwu2EM,1,0,0,1,0,4
617,ChIJ9bTUgVmXNz4RB-XmI0MGIug,0,0,0,1,1,4
618,ChIJ9cGT6PXjLj4RTpFbOwMsh5k,0,0,0,0,1,6
619,ChIJ9dKfWfCWNz4RcDm9XqSQ5iU,1,1,0,1,2,3
620,ChIJ9dNFDK7pST4Rph_dek8uBcQ,1,1,1,1,0,3
621,ChIJ9dSEQEn9Lj4R77bY8h79F88,1,2,0,1,0,3
622,ChIJ9diPcrkPLz4Rk8bfco_u0u4,1,1,0,0,3,2
623,ChIJ9e5wb1mRNz4RU86b6j4zYds,1,0,0,1,2,5
624,ChIJ9eBAXLChNT4RVfVgNx_-VGw,1,0,0,0,1,0
625,ChIJ9eMFhvweNj4R9Dqo3hJDaAM,1,2,0,1,0,3
626,ChIJ9evp_Dr9Lj4RMR-dksm1uEA,1,0,0,2,2,5
627,ChIJ9fjpOVoBLz4R4wC4Dq82NrQ,1,2,0,0,1,6
628,ChIJ9fmxX0QdLz4R0fCN6kfy1XE,1,1,1,3,3,2
629,ChIJ9w2LonTDST4R8sAdV1kt1nA,1,1,1,1,2,1
630,ChIJ9wFNeWvdST4RgltbxHGiIxc,0,0,1,0,0,1
631,ChIJ9wf0pgz9Lj4Ryoy7t4sF__c,1,1,0,2,0,6
632,ChIJ9woEZN3bST4RQ2vhRjQ6MTk,1,2,0,2,1,0
633,ChIJ9wyyuhMHLz4RRSDV76vNOA4,1,1,0,1,2,4
634,ChIJ9wzFzLf9Lj4R53BiZPrKUWk,1,0,0,0,0,2
635,ChIJ9xRQxT6RNz4R-Iorw0g3JTE,1,0,1,3,0,2
636,ChIJ9xYAuaIdLz4Rg7Q9wgeQEws,0,0,1,0,0,0
637,ChIJ9yNhrD0DLz4R8BejojovmJw,0,0,0,0,4,4
638,ChIJ9yR4fvH9Lj4R_M1gLG43M-8,0,1,0,0,0,5
639,ChIJ9yxWRtjnST4RLVtFDmaRgJo,1,0,1,1,1,4
640,ChIJ9z0TrvWTNz4Rm4kN10wTEGc,1,2,2,0,2,0
641,ChIJA-7FMj0BLz4RhpG9ePXuyhY,1,1,0,1,1,6
642,ChIJA-DLgVegNT4RD8orhqIcyq4,1,0,1,0,0,4
643,ChIJA-yy9o6hNT4REpaZJ1bN6gs,1,4,1,1,0,0
644,ChIJA1f9ju4DLz4RD0bxb9t5xO4,0,2,0,0,0,5
645,ChIJA1rVWjjDST4RcKfC6nIvWlY,0,3,0,3,0,2
646,ChIJA1uHS3npST4RFbq4WzsLVxA,0,0,0,0,0,7
647,ChIJA23adiTpST4RmJr5WiB9i38,0,0,0,0,2,8
648,ChIJA4m3PSOTNz4RAoZ9jd4DchA,0,1,0,0,0,7
649,ChIJA69lqKvvLj4RFNZpwfi43q8,0,1,0,0,0,3
650,ChIJA7jH3xCXNz4RdAKv_c_eco8,0,1,2,1,0,4
651,ChIJA85dFLgBLz4RdDGe3TzYd7U,1,2,0,0,0,3
652,ChIJA8BZ7BUJLz4Rl-COtvaw9dg,1,2,1,0,1,6
653,ChIJA8m0LVXDST4RorgSS_V45xU,1,1,0,1,1,4
654,ChIJA8qH_LD_Lj4R_14sDVWPxYM,1,1,0,2,2,2
655,ChIJA9rvrqyrLz4RaWXbS-Tolhs,0,0,0,1,0,4
656,ChIJAQKvYBMDLz4RiCuHZMUM8iU,0,0,0,0,2,5
657,ChIJARnVQMf9ST4RK8P7kNqtDYg,0,2,0,4,2,0
658,ChIJARsnIl4aLz4RUSl8-5hM42s,0,1,1,2,0,3
659,ChIJARzcqMv9ST4RgWfun6iflek,0,1,0,1,0,3
660,ChIJASITrBIBLz4RiRF8jeuD8RM,1,1,0,1,1,4
